6.7783617808121255	6.5691520942911215	6.51519857170688	6.601502931618137
6.0468672555948935	5.859960662160751	6.747372066979946	6.169898402751983
5.985004598295814	6.798872402418924	6.090611139022276	6.164129488881418
6.75727611733588	3.926707780681092	3.75134246485503	3.737939271952814
6.226087822136922	6.743772208525686	6.122914778669685	6.414208606725059
4.932935581822411	4.2571431511040965	4.094553982667872	6.761395159866288
4.0813276971544346	6.5312493843122486	3.969999133490055	4.337222066141748
0	0	0	0
6.159606974749066	6.793758498477708	6.068329791349786	5.605058214175484
5.0480496034034115	6.973263505619372	4.163952613809407	3.9179904661163825
6.570622683879469	4.562051308238106	6.060634008010842	5.162973676264244
0	0	0	0
5.08632200263585	5.640199605176818	6.837197454291591	4.024146006673184
0	0	0	0
0	0	0	0
2.1664727916574273	3.924855062197174	5.233673601371999	2.3722339309382035
